Date,Florida,Colorado,Texas,California,Ohio,Minnesota,Montana,Massachusetts,Arizonia,Rhode Island,Maine,Virginia,New York,Alabama,West Virginia,Georgia,Oklahoma,Vermont,Nevada,Mississippi,Michigan,Indiana,North Carolina,New Mexico,Pennsylvania,Utah,Arkansas,Kentucky,Maryland,Louisiana,Wyoming,Tennessee,Connecticut,Idaho,Illinois,South Carolina,South Dakota,New Jersey,Washington,New Hampshire,Alaska,Delaware,Hawaii,Iowa,Kansas,Missouri,Nebraska,Oregon,North Dakota,Wisconsin
4/1/2015,5825,1592,8954,3924,1085,916,184,511,1877,68,139,1794,871,840,144,2602,758,75,884,468,1165,1009,2902,339,1047,1079,531,593,945,1069,135,1883,202,635,894,2066,203,792,1585,174,87,344,231,550,443,805,400,902,281,872
5/1/2015,5551,1584,8215,3644,1084,927,221,507,1840,63,237,1526,810,763,195,2423,667,83,735,449,1037,943,2887,348,970,1028,460,555,1023,994,108,1787,218,529,895,1951,220,750,1557,167,75,332,217,651,406,768,391,869,267,798
6/1/2015,6617,1756,8922,3899,1092,1197,171,563,1861,93,246,1829,899,897,192,2785,833,89,885,555,1175,1079,3066,360,1164,1040,504,527,991,1120,125,2009,212,599,952,2014,186,910,1587,144,93,341,215,597,491,1067,412,948,310,793
7/1/2015,5890,1738,8678,3892,1185,1110,154,685,1987,67,257,1733,945,844,163,2934,944,112,872,523,1318,1026,3088,362,1185,1246,534,550,962,1186,156,1878,222,589,970,2146,236,855,1650,181,91,381,203,612,477,859,477,834,331,911
8/1/2015,5572,1577,8190,3672,1106,1040,160,692,1984,76,268,1501,943,841,168,2567,833,89,827,460,1028,1003,3124,323,1170,1197,424,555,1379,1012,131,1804,222,652,873,1817,187,870,1618,196,89,381,131,535,452,776,391,805,185,745
9/1/2015,5796,1703,9239,3737,1207,983,183,630,2107,81,240,2048,980,895,154,2800,878,48,870,553,1152,1008,3033,336,1110,1228,449,632,918,1155,122,2012,228,651,956,2176,204,853,1730,208,86,336,185,509,445,803,442,910,235,818
10/1/2015,5647,1769,9014,3585,1008,977,213,562,1994,69,250,1744,952,869,233,2803,861,71,853,549,1176,1075,3285,317,1086,1051,465,670,1082,1046,123,1937,194,637,825,1848,184,740,1762,187,102,355,174,458,426,728,421,787,299,820
11/1/2015,4965,1711,8469,3851,1188,900,188,621,1990,84,238,2135,938,878,165,2717,809,132,826,512,1130,1079,3119,328,1093,1234,455,676,774,1070,129,1974,205,634,929,1861,183,838,1717,186,79,339,206,469,414,711,475,863,263,837
12/1/2015,5456,1653,9157,3660,1340,975,237,633,2064,67,281,1802,1079,879,142,2657,863,167,1050,554,1211,1177,3368,354,1081,1373,542,638,1048,1056,137,2110,211,664,907,2200,200,953,1815,200,99,386,162,619,577,767,489,764,218,953
1/1/2016,5268,1692,7607,3188,1002,991,189,582,1946,76,271,1673,787,882,170,2680,770,73,819,539,1242,1094,2803,299,1214,1224,502,542,855,1068,122,1731,141,797,975,1879,225,773,1696,211,95,370,195,556,381,832,456,781,387,897
2/1/2016,5560,1812,8949,4209,1460,1209,214,642,2064,66,272,1549,890,906,135,2960,798,66,946,592,1371,1201,3281,325,1265,1349,581,706,802,1080,114,2132,199,645,923,1991,252,869,1869,98,102,412,195,647,479,918,431,1021,231,975
3/1/2016,6403,1778,9004,3917,1277,1147,207,715,2101,81,337,1875,927,991,171,2969,822,67,904,517,1378,1150,3282,290,1191,1263,509,707,1026,946,121,2111,264,735,999,2216,276,1034,1961,240,100,416,184,783,480,1107,485,887,304,947
4/1/2016,6144,1827,8588,4068,1214,1238,192,623,1969,69,370,1735,842,842,180,3104,769,110,983,558,1095,1134,3533,345,1342,1255,598,632,832,976,126,2026,220,710,894,2175,236,925,1859,245,83,438,204,652,377,856,415,906,238,889
5/1/2016,6863,1774,8912,4066,1197,1177,185,600,1889,74,312,1864,975,927,169,2920,764,93,937,577,1254,1152,3256,338,1188,1272,500,655,818,1138,138,2007,154,770,882,2151,239,759,1897,196,85,416,149,601,376,972,423,831,204,925
6/1/2016,7008,1814,9053,4219,1319,1085,185,656,2179,70,331,1718,1045,911,166,2929,825,109,999,542,1382,1155,3846,370,1470,1342,522,636,950,1181,130,2096,211,748,903,2178,272,737,1924,256,79,390,171,695,421,942,408,885,183,929
7/1/2016,6255,1721,8381,3283,1169,1017,202,559,1691,60,315,1522,910,874,163,2838,717,90,958,476,1327,1103,3208,291,917,1233,543,501,856,975,117,1994,196,748,790,1867,218,727,1744,186,79,344,124,389,389,835,408,815,153,825
8/1/2016,7403,1894,9408,4338,1302,1203,226,714,2007,78,289,1895,1004,1012,163,3138,810,116,880,539,1375,1220,3484,355,1239,1273,643,697,874,1195,117,2081,211,835,872,2380,291,693,1777,184,84,412,208,1160,439,1113,458,899,209,933
9/1/2016,6305,1846,9144,4465,1284,1178,186,573,2086,76,272,1754,1029,955,185,3129,808,109,1109,553,1432,1243,3635,329,1264,1287,513,649,942,1175,133,2300,207,798,911,2231,235,716,1708,256,90,427,182,731,404,912,360,833,203,981
10/1/2016,5589,1742,8872,4139,1164,928,218,596,2004,65,296,1482,999,820,208,2949,797,128,922,527,1079,1165,3433,316,1283,1228,746,560,844,1083,138,2254,245,737,915,1959,274,777,1688,269,89,374,180,632,440,684,423,910,203,890
11/1/2016,5245,1889,9190,4526,1465,1205,223,624,2241,82,306,1776,856,907,186,3175,760,134,1011,661,1432,1289,3627,393,1396,1601,562,751,912,1123,129,2232,191,781,878,2246,294,836,1855,254,96,428,201,724,507,1038,435,996,185,1013
12/1/2016,5884,2018,9675,5111,1306,1306,223,552,2112,101,393,2033,840,1045,183,3516,841,115,1039,576,1327,1056,3617,337,1275,1357,524,664,1068,1204,119,2301,193,717,852,2438,173,843,1823,200,92,409,206,725,379,934,435,893,123,1025
1/1/2017,6041,1900,9586,3521,1391,1190,149,601,2073,100,276,1907,1036,917,188,3211,785,112,958,544,1213,1386,3821,306,1253,1135,599,631,1016,1187,98,2341,239,515,875,2390,232,925,1813,234,80,372,202,658,580,945,424,786,123,887
2/1/2017,6105,1944,9647,4604,1358,1239,215,543,2175,78,323,2017,669,1045,201,3185,836,64,972,651,1342,1270,3542,331,1176,1366,639,693,1093,1114,126,2380,197,791,1013,2486,294,893,1883,159,91,378,213,855,608,1002,466,856,201,967
3/1/2017,7840,2025,10649,4710,1429,1465,230,819,2363,94,334,1928,986,1074,181,3477,852,128,1069,597,1749,1330,4286,342,1377,1532,584,764,1154,1211,139,2500,217,806,882,2407,288,759,1742,201,86,485,245,767,485,957,534,893,165,1165
4/1/2017,6980,1945,9249,4538,1353,1227,199,501,2130,65,358,1755,954,897,144,2999,777,86,984,617,1274,1097,3324,319,1231,1327,520,623,925,1067,135,1837,184,826,823,2140,284,729,1776,207,97,388,191,612,461,839,361,835,183,1042
5/1/2017,7889,2044,9874,4678,1360,1140,209,601,2407,83,282,1950,851,1040,179,3521,941,82,1121,548,1341,1313,4179,362,1447,1420,590,731,1016,1167,121,2458,233,808,864,2379,273,769,2088,194,106,414,241,551,500,782,450,929,207,951
6/1/2017,8248,1952,10039,5392,1385,1275,227,976,2212,94,273,2015,869,935,192,3430,826,75,1053,545,1431,1369,4028,323,1413,1561,615,720,1073,1137,110,2697,195,910,940,2358,291,788,1919,178,106,486,290,601,533,891,517,821,172,985
7/1/2017,7212,1789,9606,3903,1327,1104,198,596,2213,95,331,2088,757,949,178,3175,734,90,1087,573,1316,1227,3842,249,1315,1479,556,657,932,1051,109,2327,229,817,924,2160,201,789,1893,203,88,457,145,539,423,869,467,789,175,956
8/1/2017,8138,2431,9148,5106,1423,1193,213,614,2412,147,367,1969,985,1009,221,3507,742,99,1146,604,1470,1319,3806,329,1424,1636,682,702,1078,1138,135,2457,326,949,970,2677,285,931,2058,208,97,435,205,654,439,898,498,850,154,939
9/1/2017,5566,2075,9613,5262,1332,1245,217,658,2367,84,341,1903,1674,995,193,3303,715,130,1026,535,1235,1262,3834,359,1584,1452,725,717,1053,1106,129,2189,227,876,894,2152,259,827,1988,284,92,438,230,778,447,946,500,714,141,965
10/1/2017,6981,2155,9563,5338,1363,1287,231,639,2367,85,270,2099,885,1017,172,3356,740,88,1133,612,1294,1310,4050,368,1194,1577,634,690,918,1114,158,2263,202,1013,762,2600,289,814,2009,211,104,476,229,936,407,1053,419,786,197,964
11/1/2017,6232,2229,10535,5375,1282,1219,210,623,2494,76,432,2007,950,1128,167,3419,859,109,1190,583,1553,1354,4209,342,1326,1613,608,664,1082,1102,118,2356,213,963,927,2518,283,775,1991,225,101,442,183,1033,479,1077,606,909,223,1033
12/1/2017,6090,2459,9889,5550,1393,1140,193,689,2238,70,289,1939,866,1017,190,2939,745,62,1101,594,1474,1241,3459,423,1307,1466,593,701,894,944,85,2366,159,912,871,2326,295,756,2029,161,99,485,147,635,527,913,425,864,146,1016
1/1/2018,7300,2922,10460,5540,1381,1257,202,500,2584,71,203,1957,830,1044,177,3599,808,66,1248,489,1664,1304,4343,445,1242,1633,589,700,1055,1185,128,2302,194,1010,767,2528,295,754,2083,131,121,457,249,638,458,874,406,912,119,991
2/1/2018,6650,2618,10119,5250,1484,1159,181,648,2362,87,294,1935,916,1090,186,3465,827,93,1070,503,1440,1362,4237,437,1408,1601,606,658,1088,1020,130,2447,213,1014,815,2588,215,721,1953,253,107,452,222,644,423,959,458,899,155,1038
3/1/2018,7843,2466,9686,5799,1317,999,214,572,2396,78,258,1918,836,860,170,3481,733,70,1144,491,1370,1430,3970,415,1328,1412,736,703,942,1178,152,2328,180,975,969,2412,226,816,2122,257,109,430,235,675,487,1023,413,753,138,968
4/1/2018,8920,2357,10109,5195,1386,1176,255,544,2622,79,278,1931,880,1195,198,3575,849,71,1088,560,1478,1382,4083,384,1329,1681,638,735,1134,1355,110,2673,169,907,872,2452,259,840,2006,194,94,471,201,654,554,940,417,777,163,887
5/1/2018,8619,2420,10534,5775,1496,1316,230,604,2668,88,327,1781,967,1164,198,3482,798,108,1104,561,1481,1378,4202,364,1543,1758,659,690,1216,1507,122,2422,211,953,939,2531,290,897,1943,265,111,516,232,758,600,1003,523,927,180,1015
6/1/2018,9068,2436,10265,4915,1354,1214,254,598,2763,65,318,1841,843,1095,188,3500,732,91,931,707,1228,1275,4097,390,1335,1647,786,717,1053,1189,131,2361,263,987,862,2476,234,851,2013,239,110,433,162,630,367,948,401,818,179,1003
7/1/2018,8791,2356,11063,5556,1425,1280,250,530,2627,78,277,1781,988,1122,191,3530,758,82,1041,576,1260,1407,4285,390,1320,1552,591,723,1155,1117,128,2586,259,986,804,2623,241,803,1854,196,108,423,221,787,483,860,432,862,151,981
8/1/2018,8281,2319,10927,5356,1318,1306,229,566,2858,77,252,1726,926,1121,205,3459,796,99,1120,537,1468,1457,4144,373,1339,1528,566,688,1109,1135,118,2509,212,938,932,2578,250,773,2109,212,103,464,193,716,526,947,375,894,185,1055
9/1/2018,7203,2440,9993,5173,1207,1125,223,567,2331,64,335,1315,822,1043,165,3367,630,126,989,527,1213,1266,3176,283,1391,1531,446,678,945,1292,112,2217,219,963,765,2162,253,877,1923,164,103,410,244,474,454,721,402,908,185,926
10/1/2018,8413,2445,10121,5045,1271,1134,217,566,2609,84,379,2035,928,1079,174,3414,728,113,1075,514,1415,1371,3963,356,1933,1488,514,703,1049,1262,117,2280,287,1036,917,2539,213,1033,1992,199,91,499,242,601,481,856,507,883,158,940
11/1/2018,7239,2359,10434,4841,1436,1220,226,513,2450,76,356,1567,882,1130,201,3413,845,75,1079,525,1276,1512,4056,359,1377,1408,654,642,1002,1119,126,2339,255,1024,838,2624,237,876,1896,165,98,513,231,626,407,800,399,885,132,894
12/1/2018,6573,2047,9147,3996,911,887,184,485,3164,62,301,1551,838,988,209,2708,732,113,866,540,1089,1241,3652,338,1446,1576,544,625,948,1110,122,2186,321,916,715,2420,201,722,1670,220,91,443,211,611,330,737,332,827,228,885
1/1/2019,7795,2149,9227,4780,1192,1141,228,539,2518,67,367,1648,839,1097,268,3448,770,100,870,598,1025,1238,3651,342,1264,1355,590,673,1015,1173,117,2159,253,907,892,2619,254,788,1727,183,89,531,185,687,354,821,408,895,232,866
2/1/2019,7432,1998,9431,4225,1145,1039,144,502,2486,75,444,1617,952,1005,202,3302,764,143,1010,425,1152,1217,3767,315,1104,1382,558,644,732,1314,125,2106,251,804,778,2515,127,828,1588,209,85,463,195,558,367,661,341,591,123,830
3/1/2019,7977,1696,9696,4158,1180,998,148,476,2473,49,200,1423,872,1030,209,3221,774,92,860,524,1245,1132,3712,334,1354,1174,567,609,1026,1289,114,2148,236,956,727,2002,160,816,1742,139,90,451,212,440,294,727,285,779,79,838
4/1/2019,7861,2267,10176,5125,1438,1138,179,532,2666,81,245,1875,882,1295,176,3268,783,86,914,515,1368,1365,3943,344,1163,1479,584,686,1097,1234,137,2302,234,1018,867,2471,210,866,1913,211,108,400,175,802,504,875,400,863,186,964
5/1/2019,8841,2413,10196,4805,1268,1366,192,492,2709,82,291,1882,858,1057,195,3536,864,65,886,583,1328,1387,4575,353,1179,1335,681,804,999,1180,143,2524,245,1185,850,2681,231,948,1972,169,93,491,246,827,406,951,415,865,152,964
6/1/2019,8153,2376,9111,4815,1192,1279,193,432,2543,75,260,1706,792,1158,185,3268,722,66,954,527,1269,1290,3904,341,1268,1339,600,613,976,1064,118,2404,145,883,683,2337,246,966,1861,195,86,505,229,687,380,850,342,892,152,855
7/1/2019,9074,2621,10771,4985,1235,1252,177,547,2854,94,383,1789,832,1209,196,3668,1000,77,1331,577,1356,1429,4084,370,1244,1510,649,726,995,1371,121,2444,211,1001,791,2742,284,1130,2092,220,118,544,218,697,452,923,367,859,133,946
8/1/2019,9222,2538,11578,4877,1229,1111,191,479,2808,69,318,1946,755,1219,196,3594,834,107,964,599,1243,1410,4239,417,1216,1459,604,689,929,1308,144,2673,255,965,644,2643,234,1355,2003,197,102,434,253,841,416,891,367,867,184,925
9/1/2019,8193,2272,11387,4770,1409,1218,185,428,2820,98,247,1754,726,1152,183,3516,913,55,951,578,1412,1424,4167,352,1166,1386,693,704,1000,1123,120,2748,215,945,748,2647,270,750,1937,164,86,460,249,828,389,882,454,908,177,930
10/1/2019,9667,2465,12104,5390,1433,1282,161,502,3207,87,268,1713,684,1260,194,3880,956,54,1144,618,1339,1418,4559,448,1321,1619,701,787,943,1264,170,3014,193,1035,763,2790,310,982,2032,164,103,430,225,800,423,854,440,882,128,1013
11/1/2019,7256,2519,11288,5504,1370,1230,181,506,3044,61,243,1738,740,1261,214,3488,823,55,899,583,1164,1254,4211,386,1079,1521,720,672,1071,1218,126,2643,235,970,730,2580,240,1511,2322,201,99,429,202,652,369,819,410,809,141,878
12/1/2019,7674,2438,11677,5879,1329,1305,206,384,2835,84,245,1632,755,1265,178,3766,846,44,991,533,1346,1537,4263,337,1166,1519,739,571,922,1187,85,2538,141,1072,765,2702,263,825,2108,231,100,452,189,654,435,930,437,844,145,886
1/1/2020,9265,2389,11899,5682,1442,1186,259,654,3526,92,278,1981,919,1312,278,3522,864,97,1413,671,1396,1564,4674,398,1589,1662,684,838,1061,1236,135,2866,224,999,886,2796,219,1119,2047,251,109,502,164,776,454,949,470,828,192,1118
2/1/2020,8649,2640,12049,6394,1438,1130,232,504,3163,96,315,2005,766,1293,206,3414,891,118,1122,609,1315,1471,4618,379,1372,1711,672,724,1083,1214,107,2523,296,1169,854,2746,290,1236,1985,268,113,557,157,744,451,980,420,809,175,1013
3/1/2020,9641,2470,11224,3788,1291,1078,207,518,2904,75,334,1635,753,1279,225,3007,937,73,1115,605,1094,1325,4393,354,1186,1509,594,611,818,1374,101,2452,212,897,654,2782,258,1164,1871,226,32,523,180,603,382,824,440,801,168,866
4/1/2020,8135,1830,9014,2624,1286,1135,132,313,2240,70,291,1528,380,1224,200,2774,948,47,638,599,384,1129,3890,271,553,1403,599,555,847,1046,107,2265,251,837,627,2391,205,647,1052,201,65,466,171,517,342,851,326,609,134,825
5/1/2020,8042,2190,8991,3039,1134,946,158,473,2371,62,274,1517,607,1035,198,2625,662,91,547,471,1007,1097,3623,280,1272,1326,598,603,714,1023,121,1876,194,959,636,2044,261,712,1641,163,72,385,154,686,363,856,383,682,147,812
6/1/2020,8764,2534,11222,4959,1455,1253,153,558,3202,84,386,1694,931,1320,205,3273,1084,159,880,785,1319,1587,4365,384,1383,1629,681,772,958,1362,143,2713,222,997,840,2666,404,923,1950,252,95,495,186,927,440,1000,469,833,172,1032
7/1/2020,9864,3074,14204,5105,1613,1485,211,637,3744,66,365,2404,923,1459,233,4391,1114,107,1302,694,1650,1704,5129,390,1557,1744,751,819,1105,1395,146,3244,236,1143,911,3348,295,918,2112,271,103,581,208,1210,482,1116,584,907,174,1118
8/1/2020,10100,2796,14291,5494,1704,1430,204,541,3562,93,379,1845,879,1415,220,4248,1061,93,1178,646,1275,1601,4795,348,1458,1791,791,859,1001,1422,141,2952,203,1119,837,3159,341,944,1983,253,110,699,190,774,468,1036,540,887,190,1131
9/1/2020,10633,3259,15290,6896,1739,1616,230,639,4452,84,489,2173,1163,1585,257,4811,1159,110,1444,699,1450,1883,5637,415,1774,2138,832,842,1432,1516,169,3147,495,1364,953,3525,336,1078,2245,323,127,757,166,928,587,1240,503,801,242,1195
10/1/2020,11596,3213,15169,6265,1706,1499,230,606,4213,70,425,2222,943,1580,302,4641,1138,97,1178,640,1522,1832,5186,422,1239,2045,786,756,1333,1446,149,3106,251,1155,855,3483,261,1167,2253,272,123,764,251,726,536,1016,504,1114,191,1214
11/1/2020,9439,3039,14879,5507,1716,1481,242,587,4052,81,456,2272,1104,1450,249,4591,1155,110,1290,691,1437,1734,5367,443,1707,2242,833,868,1115,1487,156,2996,252,1239,856,3377,341,1006,2121,300,122,562,185,859,558,1022,531,1100,146,1102
12/1/2020,11019,3656,17718,6001,1890,1679,425,637,4624,92,514,2399,1318,1780,252,4487,1249,211,1843,700,1834,1863,5545,417,1723,2187,899,912,1277,1638,177,3460,262,1398,1007,4106,437,1180,2282,258,127,839,210,967,528,1152,540,1219,223,1183
1/1/2021,11074,3262,14528,5592,1754,1698,212,564,4018,91,453,2281,1145,1601,236,4388,1224,104,1436,687,1551,1913,5409,419,2052,2295,977,924,1166,1509,170,3111,245,1366,979,3559,441,1296,2327,266,109,630,238,856,505,980,529,966,247,1292
2/1/2021,9669,2802,12918,5835,1803,1737,184,664,4099,90,350,2083,797,1353,268,4410,1046,69,1292,552,1565,1853,5269,450,2178,2127,809,817,1216,1365,172,2778,251,1236,984,3267,421,1170,2373,281,113,726,207,901,495,1120,586,1021,200,1160
3/1/2021,12762,3211,14921,5756,2137,2014,338,622,4061,99,531,2144,1235,1535,318,4681,1222,132,1306,704,1864,2050,5709,520,1919,2399,952,1006,1226,1601,164,3663,313,1377,968,3592,392,1342,2538,449,114,726,192,1190,588,1388,542,1162,271,1427
4/1/2021,12749,3018,15334,5899,1899,1713,254,585,4301,133,542,2225,1048,1536,238,4749,1245,127,1281,686,1441,2004,5543,555,1948,2767,1057,927,1122,1896,206,3200,293,1391,1060,3880,366,1512,2159,287,114,738,240,968,609,1373,711,1120,188,1333
5/1/2021,12702,2694,15206,5342,1535,1461,272,612,3751,87,510,2157,933,1554,265,4274,1107,121,1242,615,1303,1821,5101,477,1426,2309,778,862,932,1371,136,3267,264,1153,845,3281,341,1224,1840,329,96,608,190,766,534,995,515,945,167,959
6/1/2021,14372,3000,14591,5378,1749,1393,259,555,4018,91,452,2380,975,1512,281,4555,1169,115,1267,621,1340,1867,5592,444,1673,2246,869,801,996,1950,160,3118,252,1257,903,3953,322,1075,2067,289,99,658,192,793,501,910,524,916,145,1115
7/1/2021,13042,2669,14230,5426,1652,1302,235,459,3688,80,415,1968,649,1394,238,4152,1119,76,980,519,1264,1660,5231,416,1653,1830,975,771,907,1455,184,2935,211,1155,807,3855,331,1015,1979,211,96,630,194,718,503,948,404,995,197,906
8/1/2021,12876,2826,13695,5531,1530,1391,249,534,3604,83,449,1818,1030,1360,265,4065,1228,109,1654,624,1253,1590,5263,445,1721,2140,879,807,961,1345,145,3050,233,1131,1066,3044,301,1200,2023,304,91,567,182,763,478,990,470,999,165,928
9/1/2021,12162,2798,14108,5612,1548,1316,251,535,3529,77,362,1899,909,1528,264,4144,1099,79,1367,677,1263,1700,5293,492,1378,2332,758,822,960,1342,159,3016,235,1168,884,3691,322,1069,2033,253,87,563,156,752,534,1043,439,944,122,978
10/1/2021,11310,2531,13691,5116,1497,1339,232,418,3406,85,410,1880,1062,1409,264,3896,1082,157,1307,678,950,1661,4995,390,1300,1621,981,830,923,1381,138,3006,225,1058,717,3486,328,1157,1891,235,79,549,149,788,485,1103,482,816,128,937
11/1/2021,10626,2690,14585,5782,1626,1677,252,567,3904,93,406,1987,856,1501,251,4243,1196,101,1535,680,1380,1798,5667,435,1726,2025,897,931,872,1511,173,3350,279,1170,940,3554,354,1183,2035,248,90,557,271,855,542,1201,440,885,195,1158
12/1/2021,11256,2742,15295,4767,1681,1352,255,626,3693,91,598,1967,1019,1597,304,4264,1200,107,1594,698,1292,1946,5584,481,2382,2120,901,946,985,1511,182,3143,343,1189,967,3649,344,1387,2059,297,87,563,211,851,569,1285,525,913,169,1312
1/1/2022,11878,2683,15289,5859,1650,1441,339,644,4527,88,461,1829,969,1460,280,4227,1171,147,1464,659,1323,2079,5695,462,1590,2095,881,915,915,1424,202,3191,280,1247,851,3392,364,1213,1981,298,97,573,185,787,586,1141,474,971,164,1122
2/1/2022,11884,2595,15107,5790,1541,1460,513,612,4156,83,399,2130,1175,1615,272,4388,1120,112,1521,682,1275,1878,6480,475,1463,2153,810,927,951,1499,216,3236,298,1290,895,3488,363,1347,2096,266,105,557,217,832,538,970,501,1062,218,1158
3/1/2022,13267,2695,15354,6101,1679,1454,325,616,4382,78,395,2191,965,1667,269,4626,1148,117,1513,740,1376,1750,6290,466,1454,2245,952,871,968,1247,225,3515,222,1315,967,3397,419,1231,2064,279,103,549,243,792,520,1070,519,1022,199,1151
4/1/2022,13511,2402,14861,5528,1636,1290,232,478,3567,86,427,1955,902,1569,306,4252,1030,116,1371,632,1230,1627,6128,632,1318,2120,855,703,917,1320,182,3163,159,1263,882,3454,378,1252,1851,287,93,532,171,731,483,1048,445,986,180,1020
